id;jumlah_barang_dipesan;jumlah_barang_keluar;batch;tgl_expired;keterangan;harga_jual;status_barang_keluar;jual_id;barang_id;created_at;updated_at
8304;2;2;HX5A237;2027-09-30;NULL;70000;LENGKAP;1296;103;NULL;NULL
8305;2;2;JX5A186;2027-10-31;NULL;70000;LENGKAP;1296;99;NULL;NULL
8306;1;1;56I4121;2028-08-31;NULL;13622;LENGKAP;1296;869;NULL;NULL
8307;1;1;56G4322;2027-06-30;NULL;146625;LENGKAP;1297;122;NULL;NULL
8308;1;1;55I0779;2027-08-30;NULL;26250;LENGKAP;1297;1019;NULL;NULL
8310;6;6;M08240701;2029-06-01;NULL;6146;LENGKAP;1297;145;NULL;NULL
8312;6;6;S2960055;2027-05-01;NULL;5850;LENGKAP;1297;843;NULL;NULL
8313;3;3;S2360260;2027-09-01;NULL;5550;LENGKAP;1297;169;NULL;NULL
8314;2;2;F1460500;2028-04-01;NULL;70000;LENGKAP;1297;159;NULL;NULL
8315;3;3;S23250142;2027-09-01;NULL;5862;LENGKAP;1297;164;NULL;NULL
8316;1;1;P0560093;2029-06-01;NULL;102500;LENGKAP;1297;158;NULL;NULL
8317;2;2;O0460145;2029-06-30;NULL;14500;LENGKAP;1297;166;NULL;NULL
8318;2;2;O1660036;2027-04-30;NULL;11600;LENGKAP;1297;163;NULL;NULL
8320;2;2;C0360077;2027-09-01;NULL;26650;LENGKAP;1297;1185;NULL;NULL
8321;1;1;JR1002;2029-10-30;NULL;14088;LENGKAP;1297;868;NULL;NULL
8322;2;2;T.35250005;2027-07-31;NULL;10499;LENGKAP;1297;174;NULL;NULL
8330;2;2;H25005;2027-08-30;NULL;17600;LENGKAP;1297;954;NULL;NULL
8333;2;2;78801;2028-08-30;NULL;11350;LENGKAP;1297;1209;NULL;NULL
8334;1;1;5A04;2028-09-30;NULL;69612;LENGKAP;1299;227;NULL;NULL
8335;1;1;5A11;2028-09-30;NULL;99108;LENGKAP;1299;228;NULL;NULL
8336;1;1;A2503;2027-12-31;NULL;77912;LENGKAP;1299;1133;NULL;NULL
8337;3;3;KCBPCA54182;2027-07-31;NULL;27000;LENGKAP;1299;264;NULL;NULL
8338;1;1;KTNTPK52714;2030-04-30;NULL;16664;LENGKAP;1299;1180;NULL;NULL
8339;1;1;KTNLGG51163;2027-02-01;NULL;110000;LENGKAP;1299;260;NULL;NULL
8340;1;1;KTPRGR53294;2028-05-31;NULL;25842;LENGKAP;1299;643;NULL;NULL
8341;10;10;I51710W;2027-09-16;NULL;3852;LENGKAP;1299;282;NULL;NULL
8343;1;1;128KP01;2028-08-30;NULL;171338;LENGKAP;1299;321;NULL;NULL
8344;1;1;IB25028;2028-08-30;NULL;27000;LENGKAP;1299;734;NULL;NULL
8345;2;2;2508-09-146;2028-08-31;NULL;16500;LENGKAP;1299;362;NULL;NULL
8347;1;1;2507-04-149;2027-07-25;NULL;14636;LENGKAP;1299;1281;NULL;NULL
8349;1;1;2508-02-331;2027-08-31;NULL;17595;LENGKAP;1299;372;NULL;NULL
8350;1;1;2508-08-174;2027-08-30;NULL;13912;LENGKAP;1299;361;NULL;NULL
8351;1;1;2508-01-172;2027-08-31;NULL;34824;LENGKAP;1299;374;NULL;NULL
8352;1;1;2508-09-144;2027-08-30;NULL;13656;LENGKAP;1299;377;NULL;NULL
8355;2;2;06102588AR;2030-09-30;NULL;2442;LENGKAP;1299;449;NULL;NULL
8356;1;1;02092588AR;2030-08-30;NULL;5000;LENGKAP;1299;442;NULL;NULL
8359;2;2;1112488;2029-10-30;NULL;9000;LENGKAP;1300;1149;NULL;NULL
8360;2;2;D5F837K;2028-06-30;NULL;27400;LENGKAP;1300;1012;NULL;NULL
8364;1;1;T 06105 BE;2027-06-01;NULL;15625;LENGKAP;1300;1070;NULL;NULL
8365;1;1;PHRF068;2028-08-15;NULL;20292;LENGKAP;1300;926;NULL;NULL
8366;2;2;PIPL037;2028-09-05;NULL;13218;LENGKAP;1300;1134;NULL;NULL
8367;2;2;51449;2027-03-30;NULL;27750;LENGKAP;1300;524;NULL;NULL
8369;1;1;25F0136;2028-04-30;NULL;78315;LENGKAP;1300;1286;NULL;NULL
8370;1;1;25C0120;2028-05-31;NULL;195697;LENGKAP;1300;1287;NULL;NULL
8371;2;2;24101;2029-10-30;NULL;23957;LENGKAP;1300;538;NULL;NULL
8372;2;2;24081;2029-08-30;NULL;31056;LENGKAP;1300;537;NULL;NULL
8373;1;1;24052;2029-05-30;NULL;71761;LENGKAP;1300;1114;NULL;NULL
8377;3;3;851325;2027-07-09;NULL;17625;LENGKAP;1300;1062;NULL;NULL
8378;3;3;650525;2027-06-14;NULL;17625;LENGKAP;1300;1061;NULL;NULL
8380;3;3;2509082;2027-09-30;NULL;13500;LENGKAP;1300;879;NULL;NULL
8382;1;1;2504258;2027-04-29;NULL;18010;LENGKAP;1300;1262;NULL;NULL
8383;3;3;2508017;2027-07-31;NULL;11624;LENGKAP;1300;1297;NULL;NULL
8384;2;2;15412505;2028-01-31;NULL;7409;LENGKAP;1292;591;NULL;NULL
8385;1;1;A06HL174;2028-07-28;NULL;115000;LENGKAP;1295;355;NULL;NULL
8387;2;2;2508-09-144;2027-08-30;NULL;13656;LENGKAP;1301;377;NULL;NULL
8388;2;2;2508188;2027-08-30;NULL;11127;LENGKAP;1301;1567;NULL;NULL
8391;6;6;M46241203;2029-11-01;NULL;7182;LENGKAP;1297;1264;NULL;NULL
8392;5;5;6690096T;2029-02-28;NULL;8500;LENGKAP;1293;596;NULL;NULL
8393;1;1;GX5A137;2027-08-31;NULL;70000;LENGKAP;1296;102;NULL;NULL
8403;30;30;E24K0470A;2027-11-30;NULL;560000;LENGKAP;1306;1594;NULL;NULL
8404;30;30;F5L459;2027-11-30;NULL;62056;LENGKAP;1307;1609;NULL;NULL
8409;60;60;2A1A5L132;2027-12-31;NULL;7949;LENGKAP;1310;810;NULL;NULL
8413;1;1;H50502;2029-09-02;NULL;12972;LENGKAP;1310;2;NULL;NULL
8414;20;20;2A1A5L132;2027-12-31;NULL;7949;LENGKAP;1311;810;NULL;NULL
8415;300;300;D40650;2026-07-16;NULL;16875;LENGKAP;1312;348;NULL;NULL
8433;20;20;27502510;2027-10-30;NULL;25000;LENGKAP;1316;1270;NULL;NULL
8436;60;60;2A1A5L132;2027-12-31;NULL;7949;LENGKAP;1318;810;NULL;NULL
8437;4940;4940;2A1A6A128;2028-01-30;NULL;7949;LENGKAP;1318;810;NULL;NULL
8439;500;500;I2525G05;2028-07-02;NULL;9065;LENGKAP;1318;154;NULL;NULL
8443;3;3;PID93354;2030-03-01;NULL;202500;LENGKAP;1318;60;NULL;NULL
8444;2;2;PIE97654;2030-04-01;NULL;202500;LENGKAP;1318;60;NULL;NULL
8447;20;20;12210505;2028-10-31;NULL;50000;LENGKAP;1318;566;NULL;NULL
8448;30;30;2511062;2027-11-05;NULL;28566;LENGKAP;1318;1182;NULL;NULL
8449;3;3;PIJ83954;2027-08-01;NULL;243000;LENGKAP;1318;73;NULL;NULL
8450;10;10;2508180;2027-08-19;NULL;10000;LENGKAP;1318;969;NULL;NULL
8451;9;9;52866;2028-05-30;NULL;16500;LENGKAP;1319;857;NULL;NULL
8452;3;3;J10507;2029-10-08;NULL;14400;LENGKAP;1319;4;NULL;NULL
8453;2;2;2509001;2027-08-31;NULL;23126;LENGKAP;1319;1279;NULL;NULL
8454;3;3;2505164;2027-05-22;NULL;21600;LENGKAP;1319;543;NULL;NULL
8455;3;3;C0360077;2027-09-01;NULL;26650;LENGKAP;1319;1185;NULL;NULL
8457;3;3;TBB05132L;2030-02-28;NULL;46880;LENGKAP;1321;799;NULL;NULL
8462;15;15;PIC64054;2027-02-01;NULL;83916;LENGKAP;1323;901;NULL;NULL
8463;20;20;PSJ86554;2027-08-01;NULL;200000;LENGKAP;1323;62;NULL;NULL
8464;5;5;T25046;2028-10-30;NULL;43073;LENGKAP;1324;1210;NULL;NULL
8465;6;6;6690096T;2029-02-28;NULL;8500;LENGKAP;1324;596;NULL;NULL
8483;5;5;D5F837K;2028-06-30;NULL;27400;LENGKAP;1328;1012;NULL;NULL
8487;12;12;6690096T;2029-02-28;NULL;8500;LENGKAP;1330;596;NULL;NULL
8489;1;1;128KP01;2028-08-30;NULL;171338;LENGKAP;1330;321;NULL;NULL
8490;3;3;2508188;2027-08-30;NULL;11127;LENGKAP;1331;1567;NULL;NULL
8491;1;1;44589;2027-11-30;NULL;18920;LENGKAP;1331;934;NULL;NULL
8492;3;3;56C4153;2028-02-28;NULL;27750;LENGKAP;1331;137;NULL;NULL
8495;3;3;T 07024 BE;2027-07-01;NULL;34824;LENGKAP;1331;860;NULL;NULL
8497;3;3;2509-01-176;2027-09-30;NULL;35247;LENGKAP;1331;387;NULL;NULL
8499;1;1;N2511001;2027-11-30;NULL;76895;LENGKAP;1331;1579;NULL;NULL
8500;1;1;KX5A400;2029-11-30;NULL;126170;LENGKAP;1331;1259;NULL;NULL
8502;50;50;K 09003 BE;2028-09-01;NULL;3330;LENGKAP;1331;1021;NULL;NULL
8504;2;2;820825002;2027-02-28;NULL;154375;LENGKAP;1333;1011;NULL;NULL
8507;3;3;5085052;2030-07-31;NULL;49145;LENGKAP;1334;221;NULL;NULL
8509;1;1;128KP01;2028-08-30;NULL;171338;LENGKAP;1334;321;NULL;NULL
8510;1;1;GD054;2027-07-31;NULL;33950;LENGKAP;1334;1271;NULL;NULL
8512;3;3;T25046;2028-10-30;NULL;43073;LENGKAP;1334;1210;NULL;NULL
8514;6;6;G57502;2028-07-30;NULL;6564;LENGKAP;1335;1003;NULL;NULL
8515;3;3;J30514;2029-10-25;NULL;11887;LENGKAP;1335;9;NULL;NULL
8516;5;5;H50502;2029-09-02;NULL;12972;LENGKAP;1335;2;NULL;NULL
8517;5;5;J10507;2029-10-08;NULL;14400;LENGKAP;1335;4;NULL;NULL
8518;12;12;LCH62454;2030-07-01;NULL;5222;LENGKAP;1335;1227;NULL;NULL
8521;2;2;JR1002;2029-10-30;NULL;14088;LENGKAP;1335;868;NULL;NULL
8522;6;6;27502510;2027-10-30;NULL;25000;LENGKAP;1335;1270;NULL;NULL
8524;10;10;56C4153;2028-02-28;NULL;27750;LENGKAP;1335;137;NULL;NULL
8528;2;2;02825A01B;2026-12-30;NULL;177498;LENGKAP;1336;1155;NULL;NULL
8529;20;20;B250068C;2028-01-30;NULL;367861;LENGKAP;1337;1222;NULL;NULL
8533;2;2;EBB10303;2027-02-28;NULL;420000;LENGKAP;1339;1280;NULL;NULL
8571;10;10;D0260009;2027-05-01;NULL;12903;LENGKAP;1345;170;NULL;NULL
8572;25;25;LCJ75954;2030-08-01;NULL;4023;LENGKAP;1345;1551;NULL;NULL
8573;5;5;LSVAI5012;2028-09-01;NULL;10500;LENGKAP;1345;1118;NULL;NULL
8574;2;2;2508-08-174;2027-08-30;NULL;13912;LENGKAP;1346;361;NULL;NULL
8575;3;3;2506-01-52;2027-06-30;NULL;65812;LENGKAP;1346;394;NULL;NULL
8576;6;6;K38501;2028-11-20;NULL;11260;LENGKAP;1346;1015;NULL;NULL
8578;15;15;S1460086;2027-11-01;NULL;11000;LENGKAP;1347;167;NULL;NULL
8579;10;10;2511094;2027-10-14;NULL;22200;LENGKAP;1347;1409;NULL;NULL
8580;1;1;76052042;2026-11-30;NULL;85073;LENGKAP;1347;1192;NULL;NULL
8582;20;20;J10507;2029-10-08;NULL;14400;LENGKAP;1347;4;NULL;NULL
8583;1;1;PIH74654;2027-07-01;NULL;260000;LENGKAP;1347;72;NULL;NULL
8584;5;5;TSE43354;2027-04-01;NULL;157500;LENGKAP;1347;1215;NULL;NULL
8585;5;5;KPH37454;2028-07-01;NULL;126500;LENGKAP;1347;791;NULL;NULL
8587;20;20;2509148;2027-09-14;NULL;16500;LENGKAP;1347;945;NULL;NULL
8588;15;15;2508017;2027-07-31;NULL;14500;LENGKAP;1347;1297;NULL;NULL
8590;1;1;PIJ83954;2027-08-01;NULL;243000;LENGKAP;1347;73;NULL;NULL
8594;120;120;B92E55B;2027-05-23;NULL;14303;LENGKAP;1349;451;NULL;NULL
8596;20;20;J10507;2029-10-08;NULL;14400;LENGKAP;1349;4;NULL;NULL
8598;2;2;PIJ97554;2027-08-01;NULL;224780;LENGKAP;1349;61;NULL;NULL
8599;4;4;PIL57454;2027-10-01;NULL;224780;LENGKAP;1349;61;NULL;NULL
8600;12;12;G57502;2028-07-30;NULL;6564;LENGKAP;1350;1003;NULL;NULL
8603;10;10;F252I05;2027-12-03;NULL;8804;LENGKAP;1350;153;NULL;NULL
8605;5;5;2507-04-149;2027-07-25;NULL;14636;LENGKAP;1350;1281;NULL;NULL
8607;10;10;53718;2028-08-30;NULL;59400;LENGKAP;1352;520;NULL;NULL
8609;10;10;2506003;2027-06-01;NULL;10550;LENGKAP;1352;542;NULL;NULL
8610;5;5;2511104;2027-11-11;NULL;21500;LENGKAP;1352;544;NULL;NULL
8612;20;20;SCG42554;2029-06-01;NULL;6000;LENGKAP;1352;43;NULL;NULL
8614;4;4;2508017;2027-07-31;NULL;11624;LENGKAP;1352;1297;NULL;NULL
8615;2;2;PIE97554;2030-04-01;NULL;187500;LENGKAP;1352;60;NULL;NULL
8616;12;12;2512164;2027-12-31;NULL;7318;LENGKAP;1352;1550;NULL;NULL
8617;25;25;LCM04454;2027-11-01;NULL;5550;LENGKAP;1352;1230;NULL;NULL
8620;3;3;2511087;2027-11-30;NULL;122500;LENGKAP;1352;406;NULL;NULL
8641;3;3;4810506;2029-10-31;NULL;36728;LENGKAP;1354;567;NULL;NULL
8643;3;3;PSK20453;2028-09-01;NULL;92000;LENGKAP;1354;41;NULL;NULL
8644;60;60;F252I05;2027-12-03;NULL;8804;LENGKAP;1354;153;NULL;NULL
8655;3;3;A902685;2028-12-20;NULL;23536;LENGKAP;1356;217;NULL;NULL
8656;5;5;A800345;2029-04-07;NULL;21000;LENGKAP;1356;218;NULL;NULL
8659;2;2;5A04;2028-09-30;NULL;69612;LENGKAP;1359;227;NULL;NULL
8660;2;2;5A11;2028-09-30;NULL;99108;LENGKAP;1359;228;NULL;NULL
8661;1;1;A3309;2028-08-30;NULL;72358;LENGKAP;1359;229;NULL;NULL
8691;4;4;KTNTPK52714;2030-04-30;NULL;16664;LENGKAP;1365;1180;NULL;NULL
8692;1;1;KPH37454;2028-07-01;NULL;115000;LENGKAP;1365;791;NULL;NULL
8694;1;1;KX5A400;2029-11-30;NULL;126170;LENGKAP;1365;1259;NULL;NULL
8696;82;82;D40650;2026-07-16;NULL;20000;LENGKAP;1366;348;NULL;NULL
8697;38;38;D40649;2026-07-16;NULL;20000;LENGKAP;1366;348;NULL;NULL
8706;400;400;2A1A6A128;2028-01-30;NULL;7949;LENGKAP;1368;810;NULL;NULL
8707;400;400;F252I05;2027-12-03;NULL;8804;LENGKAP;1368;153;NULL;NULL
8724;2;2;05410506B;2029-10-31;NULL;45732;LENGKAP;1372;590;NULL;NULL
8725;5;5;72015028;2028-01-30;NULL;53595;LENGKAP;1372;564;NULL;NULL
8727;2;2;T25046;2028-10-30;NULL;43073;LENGKAP;1372;1210;NULL;NULL
8730;1;1;56F4008;2028-05-30;NULL;10669;LENGKAP;1372;1207;NULL;NULL
8732;1;1;56A4156;2026-12-30;NULL;31233;LENGKAP;1372;629;NULL;NULL
8733;6;6;1606502;2027-06-30;NULL;9385;LENGKAP;1372;574;NULL;NULL
8734;24;24;15412505;2028-01-31;NULL;7409;LENGKAP;1373;591;NULL;NULL
8742;150;150;PSG74254;2027-06-01;NULL;26973;LENGKAP;1374;59;NULL;NULL
8743;100;100;PSC22354;2029-02-01;NULL;26973;LENGKAP;1374;70;NULL;NULL
8778;6;6;STMXGE52632;2027-04-30;NULL;78334;LENGKAP;1379;640;NULL;NULL
8781;3;3;11806EE;2028-05-30;NULL;20115;LENGKAP;1381;509;NULL;NULL
8782;3;3;2535070;2027-05-31;NULL;10077;LENGKAP;1381;1151;NULL;NULL
8783;12;12;2563102;2027-09-30;NULL;20100;LENGKAP;1381;89;NULL;NULL
8784;2;2;JX5A098;2030-10-31;NULL;211213;LENGKAP;1381;949;NULL;NULL
8786;3;3;JR1002;2029-10-30;NULL;14088;LENGKAP;1381;868;NULL;NULL
8787;2;2;56I4121;2028-08-31;NULL;13622;LENGKAP;1381;869;NULL;NULL
8788;2;2;56A0060;2029-02-28;NULL;31500;LENGKAP;1381;947;NULL;NULL
8790;6;6;H25005;2027-08-30;NULL;17600;LENGKAP;1381;954;NULL;NULL
8795;1;1;C 09002 BE;2027-09-01;NULL;107499;LENGKAP;1382;508;NULL;NULL
8797;3;3;44589;2027-11-30;NULL;18920;LENGKAP;1382;934;NULL;NULL
8798;3;3;2505164;2027-05-22;NULL;21600;LENGKAP;1382;543;NULL;NULL
8800;40;40;F252I05;2027-12-03;NULL;8804;LENGKAP;1382;153;NULL;NULL
8801;1;1;86014013;2028-04-01;NULL;181500;LENGKAP;1382;1570;NULL;NULL
8802;36;36;6690096T;2029-02-28;NULL;8500;LENGKAP;1382;596;NULL;NULL
8805;3;3;820825002;2027-02-28;NULL;154375;LENGKAP;1383;1011;NULL;NULL
8806;12;12;78801;2028-08-30;NULL;11350;LENGKAP;1383;1209;NULL;NULL
8807;2;2;A3309;2028-08-30;NULL;72358;LENGKAP;1383;229;NULL;NULL
8808;6;6;KCMYCD52461;2027-04-30;NULL;18000;LENGKAP;1383;1244;NULL;NULL
8809;1;1;KTMYCJ51306;2027-02-28;NULL;225000;LENGKAP;1383;1120;NULL;NULL
8810;2;2;KTNLGG51163;2027-02-01;NULL;110000;LENGKAP;1383;260;NULL;NULL
8811;24;24;KTPRGR53294;2028-05-31;NULL;25842;LENGKAP;1383;643;NULL;NULL
8813;6;6;2508-09-146;2028-08-31;NULL;16500;LENGKAP;1383;362;NULL;NULL
8814;3;3;2509-01-176;2027-09-30;NULL;35247;LENGKAP;1383;387;NULL;NULL
8816;6;6;2508188;2027-08-30;NULL;11127;LENGKAP;1383;1567;NULL;NULL
8817;6;6;2508-09-144;2027-08-30;NULL;13656;LENGKAP;1383;377;NULL;NULL
8818;3;3;2506-01-52;2027-06-30;NULL;65812;LENGKAP;1383;394;NULL;NULL
8819;2;2;CF0271;2027-06-30;NULL;73412;LENGKAP;1383;599;NULL;NULL
8820;2;2;GD054;2027-07-31;NULL;33950;LENGKAP;1383;1271;NULL;NULL
8826;2;2;00725I08B;2027-08-30;NULL;625680;LENGKAP;1385;1195;NULL;NULL
8830;3;3;KJ33502;2028-10-16;NULL;7040;LENGKAP;1386;1290;NULL;NULL
8831;1;1;PIL42654;2027-10-01;NULL;30000;LENGKAP;1377;1212;NULL;NULL
8832;1;1;PIG32554;2028-06-01;NULL;33716;LENGKAP;1377;52;NULL;NULL
8833;1;1;E25F0258A;2027-06-30;NULL;237500;LENGKAP;1377;885;NULL;NULL
8834;20;20;2A1A6A128;2028-01-30;NULL;7949;LENGKAP;1377;810;NULL;NULL
8835;20;20;F252I05;2027-12-03;NULL;8804;LENGKAP;1377;153;NULL;NULL
8836;6;6;S23250142;2027-09-01;NULL;5862;LENGKAP;1377;164;NULL;NULL
8837;20;20;I51710W;2027-09-16;NULL;3852;LENGKAP;1377;282;NULL;NULL
8839;24;24;D0260009;2027-05-01;NULL;12903;LENGKAP;1377;170;NULL;NULL
8842;2;2;KR1132;2028-11-30;NULL;22500;LENGKAP;1377;1233;NULL;NULL
8843;5;5;27502510;2027-10-30;NULL;25000;LENGKAP;1377;1270;NULL;NULL
8844;5;5;2508-09-146;2028-08-31;NULL;16500;LENGKAP;1377;362;NULL;NULL
8845;2;2;55I0922;2027-09-30;NULL;25974;LENGKAP;1377;425;NULL;NULL
8847;5;5;2509-01-176;2027-09-30;NULL;35247;LENGKAP;1377;387;NULL;NULL
8849;5;5;650525;2027-06-14;NULL;17625;LENGKAP;1388;1061;NULL;NULL
8850;5;5;851325;2027-07-09;NULL;17625;LENGKAP;1388;1062;NULL;NULL
8852;5;5;256128;2027-06-30;NULL;16660;LENGKAP;1388;1221;NULL;NULL
8853;1;1;HX5A237;2027-09-30;NULL;70000;LENGKAP;1388;103;NULL;NULL
8854;5;5;25N08624;2028-11-28;NULL;18000;LENGKAP;1388;553;NULL;NULL
8857;2;2;2507-02-365;2027-07-31;NULL;12000;LENGKAP;1388;358;NULL;NULL
8860;1;1;25F0136;2028-04-30;NULL;78315;LENGKAP;1389;1286;NULL;NULL
8862;2;2;F1460500;2028-04-01;NULL;70000;LENGKAP;1389;159;NULL;NULL
8863;1;1;L0595746;2027-12-17;NULL;226280;LENGKAP;1389;627;NULL;NULL
8864;1;1;K001255;2028-07-31;NULL;37679;LENGKAP;1389;1293;NULL;NULL
8865;1;1;12P0621;2027-04-09;NULL;81950;LENGKAP;1389;1108;NULL;NULL
8866;1;1;25071771;2027-05-04;NULL;117583;LENGKAP;1389;1136;NULL;NULL
8867;1;1;25C0120;2028-05-31;NULL;195697;LENGKAP;1389;1287;NULL;NULL
8868;3;3;LCM04454;2027-11-01;NULL;5550;LENGKAP;1389;1230;NULL;NULL
8869;4;4;25H06267;2028-09-28;NULL;12560;LENGKAP;1389;729;NULL;NULL
8870;2;2;25H06280;2028-09-28;NULL;11560;LENGKAP;1389;1266;NULL;NULL
8873;2;2;51896298G1;2027-07-07;NULL;13618;LENGKAP;1390;495;NULL;NULL
8874;2;2;51896298G1;2027-07-07;NULL;13618;LENGKAP;1390;495;NULL;NULL
8878;2;2;B5A036;2028-01-31;NULL;18768;LENGKAP;1391;1296;NULL;NULL
8880;6;6;B5A036;2028-01-31;NULL;18768;LENGKAP;1380;1296;NULL;NULL
8881;1000;1000;2A1A6A128;2028-01-30;NULL;7949;LENGKAP;1392;810;NULL;NULL
8884;40;40;2A1A6A128;2028-01-30;NULL;7949;LENGKAP;1395;810;NULL;NULL
8886;3;3;G57502;2028-07-30;NULL;6564;LENGKAP;1396;1003;NULL;NULL
8887;5;5;J10507;2029-10-08;NULL;14400;LENGKAP;1396;4;NULL;NULL
8888;1;1;N2508023;2027-08-30;NULL;43290;LENGKAP;1396;416;NULL;NULL
8890;4;4;56C4153;2028-02-28;NULL;27750;LENGKAP;1396;137;NULL;NULL
8891;5;5;2509-01-176;2027-09-30;NULL;35247;LENGKAP;1396;387;NULL;NULL
8892;2;2;2511087;2027-11-30;NULL;122500;LENGKAP;1396;406;NULL;NULL
8893;1;1;C0360081;2027-09-01;NULL;26650;LENGKAP;1396;1185;NULL;NULL
8912;5;5;08125F13B;2027-05-30;NULL;318584;LENGKAP;1399;1196;NULL;NULL
8913;6;6;08125F13B;2027-05-30;NULL;318584;LENGKAP;1400;1196;NULL;NULL
8917;1;1;064025A;2028-03-30;NULL;409500;LENGKAP;1402;783;NULL;NULL
8918;5;5;S2360260;2027-09-01;NULL;5550;LENGKAP;1402;169;NULL;NULL
8919;3;3;24101;2029-10-30;NULL;23957;LENGKAP;1402;538;NULL;NULL
8921;10;10;1112488;2029-10-30;NULL;9000;LENGKAP;1403;1149;NULL;NULL
8922;15;15;J56502;2028-11-01;NULL;5300;LENGKAP;1403;12;NULL;NULL
8923;5;5;J46506;2028-10-29;NULL;11476;LENGKAP;1403;3;NULL;NULL
8924;1;1;GX5A136;2027-08-31;NULL;70000;LENGKAP;1403;102;NULL;NULL
8925;1;1;GX5A048;2027-07-31;NULL;70000;LENGKAP;1403;104;NULL;NULL
8926;1;1;HX5A237;2027-09-30;NULL;70000;LENGKAP;1403;103;NULL;NULL
8927;1;1;JX5A186;2027-10-31;NULL;70000;LENGKAP;1403;99;NULL;NULL
8929;3;3;05410506B;2029-10-31;NULL;45732;LENGKAP;1404;590;NULL;NULL
8931;2;2;M46250707;2030-06-01;NULL;28171;LENGKAP;1404;1607;NULL;NULL
8933;3;3;44589;2027-11-30;NULL;18920;LENGKAP;1404;934;NULL;NULL
8934;3;3;T 07024 BE;2027-07-01;NULL;34824;LENGKAP;1404;860;NULL;NULL
8935;1;1;53928;2027-10-30;NULL;55500;LENGKAP;1404;967;NULL;NULL
8936;2;2;51449;2027-03-30;NULL;27750;LENGKAP;1404;524;NULL;NULL
8941;40;40;2A1A6A128;2028-01-30;NULL;7949;LENGKAP;1407;810;NULL;NULL
8943;4;4;2509-01-176;2027-09-30;NULL;35247;LENGKAP;1407;387;NULL;NULL
8945;2;2;2511062;2027-11-05;NULL;23634;LENGKAP;1407;1182;NULL;NULL
8946;6;6;KI02102;2028-04-30;NULL;31255;LENGKAP;1407;318;NULL;NULL
8947;2;2;11706504;2028-07-31;NULL;66105;LENGKAP;1407;569;NULL;NULL
8948;6;6;I0709501;2029-09-30;NULL;6103;LENGKAP;1407;578;NULL;NULL
8949;1;1;HX5A237;2027-09-30;NULL;70000;LENGKAP;1407;103;NULL;NULL
8950;3;3;A0305501;2029-05-31;NULL;28277;LENGKAP;1407;592;NULL;NULL
8952;5;5;KR1132;2028-11-30;NULL;22500;LENGKAP;1407;1233;NULL;NULL
8954;5;5;A08354IC;2029-09-30;NULL;25000;LENGKAP;1407;203;NULL;NULL
8955;2;2;56C4153;2028-02-28;NULL;27750;LENGKAP;1407;137;NULL;NULL
8956;12;12;6690096T;2029-02-28;NULL;8500;LENGKAP;1407;596;NULL;NULL
8958;24;24;06102588AR;2030-09-30;NULL;2442;LENGKAP;1407;449;NULL;NULL
8959;2;2;TSDXF5006;2030-06-30;NULL;37000;LENGKAP;1407;532;NULL;NULL
8962;12;12;02092588AR;2030-08-30;NULL;5000;LENGKAP;1407;442;NULL;NULL
8963;1;1;B4G116;2027-07-31;NULL;63894;LENGKAP;1408;1006;NULL;NULL
8964;1;1;A06HL174;2028-07-28;NULL;115000;LENGKAP;1408;355;NULL;NULL
8965;1;1;M46250707;2030-06-01;NULL;28171;LENGKAP;1404;1607;NULL;NULL
8967;8;8;52866;2028-05-30;NULL;16500;LENGKAP;1409;857;NULL;NULL
8968;8;8;2506003;2027-06-01;NULL;10550;LENGKAP;1409;542;NULL;NULL
8969;6;6;A08354IC;2029-09-30;NULL;25000;LENGKAP;1409;203;NULL;NULL
8973;3;3;F1460500;2028-04-01;NULL;70000;LENGKAP;1409;159;NULL;NULL
8974;12;12;KCMYCD52461;2027-04-30;NULL;18000;LENGKAP;1409;1244;NULL;NULL
8975;12;12;2512164;2027-12-31;NULL;7318;LENGKAP;1409;1550;NULL;NULL
8976;24;24;SCG42554;2029-06-01;NULL;6000;LENGKAP;1409;43;NULL;NULL
8979;12;12;S2960055;2027-05-01;NULL;5850;LENGKAP;1409;843;NULL;NULL
8980;3;3;2505164;2027-05-22;NULL;21600;LENGKAP;1409;543;NULL;NULL
8981;40;40;F252I05;2027-12-03;NULL;8804;LENGKAP;1410;153;NULL;NULL
9005;31;31;MX5A179;2027-12-31;NULL;185000;LENGKAP;1414;1578;NULL;NULL
9035;333;333;A41058;2026-07-31;NULL;19498;LENGKAP;1417;611;NULL;NULL
9037;100;100;PIE97654;2030-04-01;NULL;1875;LENGKAP;1423;1275;NULL;NULL
9038;20;20;I51710W;2027-09-16;NULL;3852;LENGKAP;1424;282;NULL;NULL
9039;1;1;TPH36053;2029-07-01;NULL;63131;LENGKAP;1424;1144;NULL;NULL
9040;3;3;KCBPCA54182;2027-07-31;NULL;27000;LENGKAP;1424;264;NULL;NULL
9041;1;1;2509073;2027-09-30;NULL;64366;LENGKAP;1424;1242;NULL;NULL
9043;3;3;5ei1824;2027-09-30;NULL;33700;LENGKAP;1425;114;NULL;NULL
9045;6;6;56F4008;2028-05-30;NULL;12976;LENGKAP;1426;1207;NULL;NULL
9046;2;2;2511087;2027-11-30;NULL;134055;LENGKAP;1426;406;NULL;NULL
9048;10;10;T25046;2028-10-30;NULL;43073;LENGKAP;1427;1210;NULL;NULL
